"zip","type","primary_city","state","county","latitude","longitude","population"
"02367","STANDARD","Plympton","MA","Plymouth County",41.95,-70.81,2757
"02368","STANDARD","Randolph","MA","Norfolk County",42.17,-71.05,30358
"02370","STANDARD","Rockland","MA","Plymouth County",42.13,-70.91,16840
"02375","STANDARD","South Easton","MA","Bristol County",42.03,-71.1,9428
"02379","STANDARD","West Bridgewater","MA","Plymouth County",42.01,-71,6906
"02382","STANDARD","Whitman","MA","Plymouth County",42.08,-70.93,14099
"02420","STANDARD","Lexington","MA","Middlesex County",42.44,-71.23,14398
"02421","STANDARD","Lexington","MA","Middlesex County",42.44,-71.23,16827
"02445","STANDARD","Brookline","MA","Norfolk County",42.32,-71.14,17147
"02446","STANDARD","Brookline","MA","Norfolk County",42.32,-71.14,22282
"02451","STANDARD","Waltham","MA","Middlesex County",42.38,-71.24,15756
"02452","STANDARD","Waltham","MA","Middlesex County",42.38,-71.24,10370
"02453","STANDARD","Waltham","MA","Middlesex County",42.38,-71.24,22148
"02458","STANDARD","Newton","MA","Middlesex County",42.33,-71.2,11227
"02459","STANDARD","Newton Center","MA","Middlesex County",42.31,-71.19,17601
"02460","STANDARD","Newtonville","MA","Middlesex County",42.35,-71.2,8379
"02461","STANDARD","Newton Highlands","MA","Middlesex County",42.31,-71.2,6704
"02462","STANDARD","Newton Lower Falls","MA","Middlesex County",42.33,-71.25,1313
"02464","STANDARD","Newton Upper Falls","MA","Middlesex County",42.31,-71.22,2693
"02465","STANDARD","West Newton","MA","Middlesex County",42.35,-71.22,11098
"02466","STANDARD","Auburndale","MA","Middlesex County",42.34,-71.24,6388
"02467","STANDARD","Chestnut Hill","MA","Norfolk County",42.31,-71.16,13981
"02468","STANDARD","Waban","MA","Middlesex County",42.32,-71.23,5442
"02472","STANDARD","Watertown","MA","Middlesex County",42.36,-71.17,27802
"02474","STANDARD","Arlington","MA","Middlesex County",42.41,-71.16,24095
"02476","STANDARD","Arlington","MA","Middlesex County",42.41,-71.16,15775
"02478","STANDARD","Belmont","MA","Middlesex County",42.39,-71.18,23318
"02481","STANDARD","Wellesley Hills","MA","Norfolk County",42.31,-71.27,14448
"02482","STANDARD","Wellesley","MA","Norfolk County",42.3,-71.28,9861
"02492","STANDARD","Needham","MA","Norfolk County",42.28,-71.24,19664
"02493","STANDARD","Weston","MA","Middlesex County",42.36,-71.26,10808
"02494","STANDARD","Needham Heights","MA","Norfolk County",42.28,-71.24,8771
"02532","STANDARD","Buzzards Bay","MA","Barnstable County",41.75,-70.61,9618
"02535","STANDARD","Chilmark","MA","Dukes County",41.34,-70.74,1097
"02536","STANDARD","East Falmouth","MA","Barnstable County",41.56,-70.55,18784
"02537","STANDARD","East Sandwich","MA","Barnstable County",41.73,-70.43,6128
"02538","STANDARD","East Wareham","MA","Plymouth County",41.77,-70.64,4270
"02539","STANDARD","Edgartown","MA","Dukes County",41.38,-70.53,4587
"02540","STANDARD","Falmouth","MA","Barnstable County",41.56,-70.62,6560
"02542","STANDARD","Buzzards Bay","MA","Barnstable County",41.75,-70.61,811
"02543","STANDARD","Woods Hole","MA","Barnstable County",41.52,-70.66,887
"02554","STANDARD","Nantucket","MA","Nantucket County",41.27,-70.1,8474
"02556","STANDARD","North Falmouth","MA","Barnstable County",41.64,-70.63,3594
"02557","STANDARD","Oak Bluffs","MA","Dukes County",41.45,-70.56,2660
"02559","STANDARD","Pocasset","MA","Barnstable County",41.69,-70.63,3152
"02562","STANDARD","Sagamore Beach","MA","Barnstable County",41.79,-70.53,3238
"02563","STANDARD","Sandwich","MA","Barnstable County",41.75,-70.49,10579
"02568","STANDARD","Vineyard Haven","MA","Dukes County",41.45,-70.6,6434
"02571","STANDARD","Wareham","MA","Plymouth County",41.76,-70.71,9605
"02576","STANDARD","West Wareham","MA","Plymouth County",41.78,-70.75,4040
"02601","STANDARD","Hyannis","MA","Barnstable County",41.65,-70.29,12641
"02630","STANDARD","Barnstable","MA","Barnstable County",41.7,-70.3,2108
"02631","STANDARD","Brewster","MA","Barnstable County",41.76,-70.08,9189
"02632","STANDARD","Centerville","MA","Barnstable County",41.66,-70.34,10444
"02633","STANDARD","Chatham","MA","Barnstable County",41.67,-69.96,3755
"02635","STANDARD","Cotuit","MA","Barnstable County",41.62,-70.44,3364
"02638","STANDARD","Dennis","MA","Barnstable County",41.73,-70.2,3149
"02639","STANDARD","Dennis Port","MA","Barnstable County",41.66,-70.13,3090
"02642","STANDARD","Eastham","MA","Barnstable County",41.83,-69.96,3551
"02644","STANDARD","Forestdale","MA","Barnstable County",41.68,-70.5,4302
"02645","STANDARD","Harwich","MA","Barnstable County",41.69,-70.07,9134
"02646","STANDARD","Harwich Port","MA","Barnstable County",41.66,-70.06,1864
"02648","STANDARD","Marstons Mills","MA","Barnstable County",41.67,-70.4,7414
"02649","STANDARD","Mashpee","MA","Barnstable County",41.65,-70.48,13589
"02650","STANDARD","North Chatham","MA","Barnstable County",41.7,-69.95,898
"02653","STANDARD","Orleans","MA","Barnstable County",41.79,-70,4882
"02655","STANDARD","Osterville","MA","Barnstable County",41.62,-70.38,3483
"02657","STANDARD","Provincetown","MA","Barnstable County",42.06,-70.2,3391
"02659","STANDARD","South Chatham","MA","Barnstable County",41.68,-70.02,1097
"02660","STANDARD","South Dennis","MA","Barnstable County",41.7,-70.15,5865
"02664","STANDARD","South Yarmouth","MA","Barnstable County",41.67,-70.2,9241
"02667","STANDARD","Wellfleet","MA","Barnstable County",41.93,-70.03,2276
"02668","STANDARD","West Barnstable","MA","Barnstable County",41.7,-70.37,3284
"02670","STANDARD","West Dennis","MA","Barnstable County",41.66,-70.16,1424
"02671","STANDARD","West Harwich","MA","Barnstable County",41.67,-70.11,1049
"02673","STANDARD","West Yarmouth","MA","Barnstable County",41.65,-70.24,7956
"02675","STANDARD","Yarmouth Port","MA","Barnstable County",41.7,-70.22,6341
"02702","STANDARD","Assonet","MA","Bristol County",41.78,-71.06,4329
"02703","STANDARD","Attleboro","MA","Bristol County",41.93,-71.29,41531
"02715","STANDARD","Dighton","MA","Bristol County",41.81,-71.11,2940
"02717","STANDARD","East Freetown","MA","Bristol County",41.75,-70.97,4893
"02718","STANDARD","East Taunton","MA","Bristol County",41.87,-71.01,6931
"02719","STANDARD","Fairhaven","MA","Bristol County",41.63,-70.9,15512
"02720","STANDARD","Fall River","MA","Bristol County",41.71,-71.1,26900
"02721","STANDARD","Fall River","MA","Bristol County",41.71,-71.1,23096
"02723","STANDARD","Fall River","MA","Bristol County",41.71,-71.1,13121
"02724","STANDARD","Fall River","MA","Bristol County",41.71,-71.1,15207
"02725","STANDARD","Somerset","MA","Bristol County",41.73,-71.15,2593
"02726","STANDARD","Somerset","MA","Bristol County",41.73,-71.15,15798
"02738","STANDARD","Marion","MA","Plymouth County",41.7,-70.76,4927
"02739","STANDARD","Mattapoisett","MA","Plymouth County",41.66,-70.8,6163
"02740","STANDARD","New Bedford","MA","Bristol County",41.66,-70.93,36469
"02743","STANDARD","Acushnet","MA","Bristol County",41.68,-70.9,10446
"02744","STANDARD","New Bedford","MA","Bristol County",41.66,-70.93,10315
"02745","STANDARD","New Bedford","MA","Bristol County",41.66,-70.93,22840
"02746","STANDARD","New Bedford","MA","Bristol County",41.66,-70.93,11860
"02747","STANDARD","North Dartmouth","MA","Bristol County",41.64,-71,17749
"02748","STANDARD","South Dartmouth","MA","Bristol County",41.55,-70.98,11562
"02760","STANDARD","North Attleboro","MA","Bristol County",41.97,-71.33,26155
"02762","STANDARD","Plainville","MA","Norfolk County",42,-71.33,8452
"02763","STANDARD","Attleboro Falls","MA","Bristol County",41.97,-71.3,2053
"02764","STANDARD","North Dighton","MA","Bristol County",41.85,-71.15,4162
"02766","STANDARD","Norton","MA","Bristol County",41.96,-71.18,17255
"02767","STANDARD","Raynham","MA","Bristol County",41.93,-71.04,13285
"02769","STANDARD","Rehoboth","MA","Bristol County",41.83,-71.26,11635
"02770","STANDARD","Rochester","MA","Plymouth County",41.73,-70.81,5340
"02771","STANDARD","Seekonk","MA","Bristol County",41.81,-71.33,14027
"02777","STANDARD","Swansea","MA","Bristol County",41.75,-71.18,15923
"02779","STANDARD","Berkley","MA","Bristol County",41.85,-71.08,6270
"02780","STANDARD","Taunton","MA","Bristol County",41.9,-71.09,46131
"02790","STANDARD","Westport","MA","Bristol County",41.66,-71.1,15379
"02804","STANDARD","Ashaway","RI","Washington County",41.42,-71.78,2892
"02806","STANDARD","Barrington","RI","Bristol County",41.73,-71.31,17365
"02808","STANDARD","Bradford","RI","Washington County",41.39,-71.75,2396
"02809","STANDARD","Bristol","RI","Bristol County",41.67,-71.27,19574
"02812","STANDARD","Carolina","RI","Washington County",41.47,-71.64,1541
"02813","STANDARD","Charlestown","RI","Washington County",41.38,-71.65,7448
"02814","STANDARD","Chepachet","RI","Providence County",41.91,-71.7,7589
"02815","STANDARD","Clayville","RI","Providence County",41.77,-71.66,261
"02816","STANDARD","Coventry","RI","Kent County",41.68,-71.66,31931
"02817","STANDARD","West Greenwich","RI","Kent County",41.63,-71.65,6041
"02818","STANDARD","East Greenwich","RI","Kent County",41.63,-71.5,18871
"02822","STANDARD","Exeter","RI","Washington County",41.56,-71.68,5571
"02825","STANDARD","Foster","RI","Providence County",41.85,-71.76,5367
"02827","STANDARD","Greene","RI","Kent County",41.69,-71.74,2285
"02828","STANDARD","Greenville","RI","Providence County",41.87,-71.55,7324
"02830","STANDARD","Harrisville","RI","Providence County",41.96,-71.67,6307
"02831","STANDARD","Hope","RI","Providence County",41.75,-71.56,4087
"02832","STANDARD","Hope Valley","RI","Washington County",41.51,-71.72,4709
"02833","STANDARD","Hopkinton","RI","Washington County",41.45,-71.78,633
"02835","STANDARD","Jamestown","RI","Newport County",41.48,-71.36,5442
"02836","STANDARD","Kenyon","RI","Washington County",41.48,-71.68,91
"02837","STANDARD","Little Compton","RI","Newport County",41.5,-71.16,3388
"02838","STANDARD","Manville","RI","Providence County",41.96,-71.47,3110
"02839","STANDARD","Mapleville","RI","Providence County",41.97,-71.69,1811
"02840","STANDARD","Newport","RI","Newport County",41.47,-71.3,19196
"02841","STANDARD","Newport","RI","Newport County",41.52,-71.3,353
"02842","STANDARD","Middletown","RI","Newport County",41.51,-71.27,15567
"02852","STANDARD","North Kingstown","RI","Washington County",41.55,-71.46,22610
"02857","STANDARD","North Scituate","RI","Providence County",41.83,-71.63,8701
"02858","STANDARD","Oakland","RI","Providence County",41.96,-71.64,524
"02859","STANDARD","Pascoag","RI","Providence County",41.95,-71.7,6263
"02860","STANDARD","Pawtucket","RI","Providence County",41.87,-71.37,40220
"02861","STANDARD","Pawtucket","RI","Providence County",41.87,-71.37,25547
"02863","STANDARD","Central Falls","RI","Providence County",41.88,-71.39,16518
"02864","STANDARD","Cumberland","RI","Providence County",41.94,-71.41,34652
"02865","STANDARD","Lincoln","RI","Providence County",41.91,-71.45,17365
"02871","STANDARD","Portsmouth","RI","Newport County",41.6,-71.25,17295
"02874","STANDARD","Saunderstown","RI","Washington County",41.51,-71.44,6016
"02875","STANDARD","Shannock","RI","Washington County",41.46,-71.67,406
"02876","STANDARD","Slatersville","RI","Providence County",41.97,-71.55,1334
"02877","STANDARD","Slocum","RI","Washington County",41.52,-71.54,106
"02878","STANDARD","Tiverton","RI","Newport County",41.65,-71.2,15828
"02879","STANDARD","Wakefield","RI","Washington County",41.45,-71.51,19203
"02881","STANDARD","Kingston","RI","Washington County",41.47,-71.52,2257
"02882","STANDARD","Narragansett","RI","Washington County",41.39,-71.48,10997
"02885","STANDARD","Warren","RI","Bristol County",41.71,-71.26,10221
"02886","STANDARD","Warwick","RI","Kent County",41.7,-71.42,29108
"02888","STANDARD","Warwick","RI","Kent County",41.7,-71.42,20019
"02889","STANDARD","Warwick","RI","Kent County",41.7,-71.42,28110
"02891","STANDARD","Westerly","RI","Washington County",41.37,-71.81,21228
"02892","STANDARD","West Kingston","RI","Washington County",41.5,-71.59,5117
"02893","STANDARD","West Warwick","RI","Kent County",41.69,-71.51,27999
"02894","STANDARD","Wood River Junction","RI","Washington County",41.45,-71.7,826
"02895","STANDARD","Woonsocket","RI","Providence County",41.99,-71.5,37797
"02896","STANDARD","North Smithfield","RI","Providence County",41.95,-71.55,9807
"02898","STANDARD","Wyoming","RI","Washington County",41.52,-71.67,2164
"02902","UNIQUE","Providence","RI","Providence County",41.82,-71.41,69
"02903","STANDARD","Providence","RI","Providence County",41.82,-71.41,6193
"02904","STANDARD","Providence","RI","Providence County",41.82,-71.41,26811
"02905","STANDARD","Providence","RI","Providence County",41.82,-71.41,23186
"02906","STANDARD","Providence","RI","Providence County",41.82,-71.41,19212
"02907","STANDARD","Providence","RI","Providence County",41.82,-71.41,25565
"02908","STANDARD","Providence","RI","Providence County",41.82,-71.41,29032
"02909","STANDARD","Providence","RI","Providence County",41.82,-71.41,34890
"02910","STANDARD","Cranston","RI","Providence County",41.76,-71.48,21098
"02911","STANDARD","North Providence","RI","Providence County",41.86,-71.45,14186
"02912","UNIQUE","Providence","RI","Providence County",41.82,-71.41,375
"02914","STANDARD","East Providence","RI","Providence County",41.8,-71.35,20351
"02915","STANDARD","Riverside","RI","Providence County",41.77,-71.35,16465
"02916","STANDARD","Rumford","RI","Providence County",41.84,-71.35,8315
"02917","STANDARD","Smithfield","RI","Providence County",41.9,-71.53,11425
"02918","UNIQUE","Providence","RI","Providence County",41.82,-71.41,36
"02919","STANDARD","Johnston","RI","Providence County",41.81,-71.46,27912
"02920","STANDARD","Cranston","RI","Providence County",41.76,-71.48,33167
"02921","STANDARD","Cranston","RI","Providence County",41.76,-71.48,12254
"03031","STANDARD","Amherst","NH","Hillsborough County",42.86,-71.61,11941
"03032","STANDARD","Auburn","NH","Rockingham County",43,-71.34,5311
"03033","STANDARD","Brookline","NH","Hillsborough County",42.73,-71.66,5208
"03034","STANDARD","Candia","NH","Rockingham County",43.07,-71.27,4303
"03036","STANDARD","Chester","NH","Rockingham County",42.95,-71.25,4912
"03037","STANDARD","Deerfield","NH","Rockingham County",43.14,-71.21,4353
"03038","STANDARD","Derry","NH","Rockingham County",42.89,-71.28,33184
"03042","STANDARD","Epping","NH","Rockingham County",43.03,-71.07,6290
"03043","STANDARD","Francestown","NH","Hillsborough County",42.98,-71.8,1632
"03044","STANDARD","Fremont","NH","Rockingham County",42.99,-71.14,4270
"03045","STANDARD","Goffstown","NH","Hillsborough County",43.01,-71.6,13198
"03046","STANDARD","Dunbarton","NH","Merrimack County",43.1,-71.59,2633
"03047","STANDARD","Greenfield","NH","Hillsborough County",42.95,-71.85,1639
"03048","STANDARD","Greenville","NH","Hillsborough County",42.76,-71.79,3423
"03049","STANDARD","Hollis","NH","Hillsborough County",42.73,-71.58,8376
"03051","STANDARD","Hudson","NH","Hillsborough County",42.76,-71.43,24991
"03052","STANDARD","Litchfield","NH","Hillsborough County",42.83,-71.46,8507
"03053","STANDARD","Londonderry","NH","Rockingham County",42.85,-71.36,24877
"03054","STANDARD","Merrimack","NH","Hillsborough County",42.86,-71.48,26606
"03055","STANDARD","Milford","NH","Hillsborough County",42.83,-71.66,14951
"03057","STANDARD","Mont Vernon","NH","Hillsborough County",42.9,-71.66,2571
"03060","STANDARD","Nashua","NH","Hillsborough County",42.74,-71.49,26719
"03062","STANDARD","Nashua","NH","Hillsborough County",42.74,-71.49,26484
"03063","STANDARD","Nashua","NH","Hillsborough County",42.74,-71.49,15957
"03064","STANDARD","Nashua","NH","Hillsborough County",42.74,-71.49,13399
"03070","STANDARD","New Boston","NH","Hillsborough County",42.96,-71.68,5199
"03071","STANDARD","New Ipswich","NH","Hillsborough County",42.75,-71.85,4871
"03076","STANDARD","Pelham","NH","Hillsborough County",42.73,-71.31,13243
"03077","STANDARD","Raymond","NH","Rockingham County",43.03,-71.17,10285
"03079","STANDARD","Salem","NH","Rockingham County",42.78,-71.2,28995
"03082","STANDARD","Lyndeborough","NH","Hillsborough County",42.9,-71.75,1560
"03084","STANDARD","Temple","NH","Hillsborough County",42.81,-71.83,1380
"03086","STANDARD","Wilton","NH","Hillsborough County",42.84,-71.73,4149
"03087","STANDARD","Windham","NH","Rockingham County",42.8,-71.3,13976
"03101","STANDARD","Manchester","NH","Hillsborough County",42.99,-71.45,2579
"03102","STANDARD","Manchester","NH","Hillsborough County",42.99,-71.45,27192
"03103","STANDARD","Manchester","NH","Hillsborough County",42.99,-71.45,33311
"03104","STANDARD","Manchester","NH","Hillsborough County",42.99,-71.45,29590
"03106","STANDARD","Hooksett","NH","Merrimack County",43.09,-71.45,13187
"03109","STANDARD","Manchester","NH","Hillsborough County",42.99,-71.45,10255
"03110","STANDARD","Bedford","NH","Hillsborough County",42.95,-71.5,21591
"03216","STANDARD","Andover","NH","Merrimack County",43.43,-71.82,1925
"03217","STANDARD","Ashland","NH","Grafton County",43.69,-71.63,2158
"03218","STANDARD","Barnstead","NH","Belknap County",43.33,-71.29,1174
"03220","STANDARD","Belmont","NH","Belknap County",43.44,-71.47,6939
"03221","STANDARD","Bradford","NH","Merrimack County",43.27,-71.96,2108
"03222","STANDARD","Bristol","NH","Grafton County",43.6,-71.74,5387
"03223","STANDARD","Campton","NH","Grafton County",43.86,-71.63,4260
"03224","STANDARD","Canterbury","NH","Merrimack County",43.33,-71.56,2419
"03225","STANDARD","Center Barnstead","NH","Belknap County",43.33,-71.23,3481
"03226","STANDARD","Center Harbor","NH","Belknap County",43.7,-71.22,2353
"03227","STANDARD","Center Sandwich","NH","Carroll County",43.83,-71.47,926
"03229","STANDARD","Contoocook","NH","Merrimack County",43.22,-71.71,5939
"03230","STANDARD","Danbury","NH","Merrimack County",43.52,-71.86,1147
"03233","STANDARD","Elkins","NH","Merrimack County",43.4,-71.94,329
